video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=Kg5s7Ao1-x8&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@VisionDrivenBasketball,Vision Driven Basketball,The 3 Steps to Becoming an ELITE Ball Handler (Avoid Useless Drills),20K,6 months,Check out the FREE 5 Quality Ball Handling Workout if you want to transform your handles: ...,2026-01-22 06:57:31.126709
/watch?v=xrj1VywdxkU&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@ILB,ILoveBasketballTV,The Only Dribbling Workout I’d Use to Build a Shifty Handle at Home 🏀,17K,1 month,These are the only ball handling drills I'd use to build a shifty handle that holds up in real basketball games! If you're stuck at ...,2026-01-22 06:57:31.131880
/watch?v=Ap54qviLYSU&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@profectyourgame,Pro Training Basketball,5 Dribbling Drills For BEGINNERS | How To Dribble A Basketball | Pro Training Basketball,125K,4 years,"In today's video we are going to go over 5 dribbling drills for beginners. These drills will improve your ball control, basic dribbling ...",2026-01-22 06:57:38.940115
/watch?v=1K0rlzOXOZY&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@HowardEliteBasketball,Howard Elite Basketball,HOW TO IMPROVE DRIBBLING - BASKETBALL DRILLS AT HOME,2M,7 years,HOW TO IMPROVE DRIBBLING - BASKETBALL DRILLS AT HOME this video will show you the top 3 dribbling drills you can do at ...,2026-01-22 06:57:38.942051
/watch?v=1zRQwaN96rk&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@BreakthroughBBall,BreakthroughBBall,17 Stationary Dribbling Drills for Basketball - Youth to Pros!,203K,6 years,"Watch this video to learn stationary ball-handling drills to improve hand-eye coordination, develop a feel for the ball and get ...",2026-01-22 06:57:38.944390
/watch?v=Zix5EP74jTs&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@DeepGameBasketball,DeepGame,The 10 Minute Ball Handling Workout,1.8M,6 years,Go Beyond Basketball: https://taylorallan.me/deep-game/ Our New YouTube Channel: https://www.youtube.com/@taylorallantalks ...,2026-01-22 06:57:38.946568
/watch?v=u59NP9n9Fis&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@DeepGameBasketball,DeepGame,15 ADVANCED Ball Handling Drills For Point Guards,152K,5 years,Go Beyond Basketball: https://taylorallan.me/deep-game/ Our New YouTube Channel: https://www.youtube.com/@taylorallantalks ...,2026-01-22 06:57:38.948152
/watch?v=VPtaaryWGiY&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@ILB,ILoveBasketballTV,✅ The PERFECT At-Home Ball Handling Workout! 🏀,197K,4 years,In today's video Coach Ryan Razooky outlines the PERFECT dribbling workout to boost your ball handling skills at HOME!,2026-01-22 06:57:38.950216
/shorts/cg3m4h9zslM,/@BillyClapperBasketball,Billy Clapper Basketball,Pro Cone Ball Handling with a crossover - TRY THIS DRILL,64K,2 years,Here is Pro Cone Ball Handling with a crossover! We attack using crossovers between the cones as we move forward. We then ...,2026-01-22 06:57:38.953191
/watch?v=AVaIPK0w5u8&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@profectyourgame,Pro Training Basketball,10 Minute Follow Along Dribbling Workout | How To Become More Shifty | Pro Training Basketball,58K,4 years,"Today's video is a 10 minute follow along dribbling workout that is going to make you more shifty by staying low, wide and ...",2026-01-22 06:57:38.955571
/watch?v=NCHxsar6ZNA&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@ILB,ILoveBasketballTV,INTENSE AT HOME Dribbling Workout with LA LAKERS Coach! 😱,1.8M,5 years,"In today's video, LA Lakers Assistant Coach, Phil Handy gives you a CHALLENGING at home workout for ball handling! If you're ...",2026-01-22 06:57:38.962178
/watch?v=_2-rom7eTV4&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@hoopgenerationbasketball,Hoop Generation Basketball,This 10 minute DRIBBLING WORKOUT gives you ELITE ball control FOREVER  🚀 (Follow along),76K,2 years,Join Coach Payton in this 10 minute Ball Handling Workout. This workout will take your handles to another level! Make sure to ...,2026-01-22 06:57:38.980633
/watch?v=Z8xg6cJKMcE&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@Shiftteamhq,IN THE LAB,Ball Handling Workout For a SMOOTHER Handle!,645K,4 years,"Fire Fist Ace Shorts drop soon, text for early access: +1 (310) 359-0521 __ New Apparel: https://inthelab.tv/ Academy: ...",2026-01-22 06:57:38.989358
/watch?v=moPEMNHmwc4&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@RevengeBasketball,Revenge Basketball,How To GET BETTER HANDLES In Just 5 Minutes a Day (DO THIS DAILY!!),1.1M,4 years,How To GET BETTER HANDLES In Just 5 Minutes a Day!! In today's video Coach Rock will show you a simple but effective ...,2026-01-22 06:57:38.995971
/watch?v=Ar6QuexqWno&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@DavidMasonElev8,David Mason Elev8,FULL ELITE Ball Handling Workout!,7.3K,3 months,"In this video, I'll be putting you through a ball handling workout that I use for all my ELITE Players. Go through all the drills and it ...",2026-01-22 06:57:48.269133
/shorts/uBgZvWDG9yA,/@unisport,Unisport,5 Ball Mastery Exercises You Can Do Anywhere,724K,2 years,"Learn football skills with Unisport and see the latest reviews. If you contribute with subtitles, titles or descriptions leave your name ...",2026-01-22 06:57:48.270779
/watch?v=r-AeX3jLSw4&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@ByAnyMeansBasketball,By Any Means Basketball,20-Minute Ballhandling Workout for Shiftiness 🔬,347K,5 years,"I think you'll find this workout pretty unique. The primary goals of the workout were (1) to develop confidence manipulating the ball, ...",2026-01-22 06:57:48.272639
/shorts/rhRDXvlPoFQ,/@unisport,Unisport,INSTANTLY improve dribbling with these!,938K,2 years,5 essential dribbling drills to improve your dribbling skills and ball control. Join 7MLC as he gives you 5 dribbling drills that are ...,2026-01-22 06:57:48.274641
/shorts/vNE0jA2K_gs,/@keithpoitierperformance,Keith Poitier Performance,3 BEST HANDLE DRILLS FOR #basketball,214K,2 years,Top three handle drills that got me my hand we've been training for over 20 years so I know exactly what works and what doesn't ...,2026-01-22 06:57:48.276537
/shorts/Sngdxclo804,/@ILB,ILoveBasketballTV,This Footwork Tip Will TRANSFORM Your Ball Handling Skills ⛹️‍♂️,86K,1 year,Footwork is the key to being an elite ball handler. Coach Ian Hietala is here today to show you how to improve your footwork and ...,2026-01-22 06:57:48.279703
/watch?v=5VZJubR6eKU&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHPSBwkJhwoBhyohjO8%3D,/@BreakthroughBBall,BreakthroughBBall,9 Youth Ball Handling Drills for Kids l To Do By Yourself,83K,2 years,This video includes the best youth basketball drills for beginners. These ball handling drills are best for kids ages 8-13 and will ...,2026-01-22 06:57:48.281638
/watch?v=l0bIDfGXKsQ&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@ByAnyMeansBasketball,By Any Means Basketball,You’ve never done a ballhandling workout like this…,86K,1 year,"Not saying that most of traditional ballhandling training is bad at all, but parts of it definitley need a revamp. This is a unique ...",2026-01-22 06:57:48.282958
/watch?v=zJJg7yRU9Qk&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@profectyourgame,Pro Training Basketball,20 Min. Dribbling Workout | Workout #18 - Advance Combo Moves (Part 2) | Pro Training Basketball,23K,2 years,20 Min. Dribbling Workout | Workout #18 - Advance Combo Moves (Part 2) | Pro Training Basketball Today's video is a 20 minute ...,2026-01-22 06:57:48.286411
/shorts/qj8OYS53pH8,/@HoopStudy,HoopStudy,TRY these 🎾🏀 Handle drills!,128K,4 years,Are some drills y'all can do with a tennis ball to improve your handle your off hand and your rhythm let's get. It.,2026-01-22 06:57:48.287876
/watch?v=VLxSBheZjlo&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@ILB,ILoveBasketballTV,FULL SHIFTY WORKOUT 😤 Best Ball Handling Workout For Guards!,26K,9 months,Are your stationary dribbling drills actually holding you back? Most players think endless ball-pounding drills will improve their ...,2026-01-22 06:57:48.289777
/watch?v=OzA_fP9WZc4&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@ILB,ILoveBasketballTV,The ULTIMATE Ball Handling Workout 🏀,116K,3 years,Coach Marcus Hodges from ILB Elite is here today with his BEST ball handling workout! Do this ball handling workout if you want ...,2026-01-22 06:57:48.291558
/watch?v=VRUzBuTSkxc&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@yougotmojo,yougotmojo,Best Basketball Dribbling Drills for Kids | Fun Youth Basketball Drills by MOJO,112K,4 years,"Like all youth basketball drills, youth basketball dribbling drills should be simple and fun. The key with basketball drills for kids is ...",2026-01-22 06:57:48.295297
/shorts/EUjlGTvsbe0,/@keithpoitierperformance,Keith Poitier Performance,4 BALL HANDLING DRILLS THAT KEEP MY HANDLE ON A STRING #basketballtraining,12K,3 years,When I do these four ball handling drills my handle is on a string all game number one you've probably seen this before jolt ...,2026-01-22 06:57:48.296890
/shorts/5imBazoVunY,/@PureSweat,Pure Sweat Basketball,Tyrese Maxey Perimeter Handles Workout,361K,1 year,Some will think these are just wasted dribbles...but in reality he is trying to shift the defense and make them react to give angles to ...,2026-01-22 06:57:48.298317
/watch?v=hB_AsbbLoJg&pp=ygUUYmFsbCBoYW5kbGluZyBkcmlsbHM%3D,/@Good-Drill,Good Drill,Develop Unstoppable Handle in 10 Minutes,32K,1 year,Join Bobby Whyte and Mark as they dive into a series of drills designed to elevate your ball-handling skills. Each drill is crafted to ...,2026-01-22 06:57:48.299650
